(kisu,knife),
(kiti,chair),
(kofia,hat),
(lango,door),
(rangi,color),
(sauti,voice),
(bustani,garden),0.30000001192092896,
(tabibu,doctor),0.30000001192092896,0.29960938692092896,0.29921876192092896,0.29882813692092896,0.29843751192092896,
(tumbili,monkey),0.30000001192092896,0.29960938692092896,0.29921876192092896,0.29882813692092896,0.29843751192092896,0.29804688692092896,
(basi,bus),
(baskeli,bike),
(afisi,office),
(keja,house),
(bahari,sea),
(roho,soul),
(kijana,boy),
(baba,father),0.30000001192092896,0.29960938692092896,0.29921876192092896,0.29882813692092896,
(chanjo,scissors),
(kitanda,bed),
(barua,letter),
(ujuzi,knowledge),
(askari,police),
(kanisa,church),
(dhoruba,storm),0.30000001192092896,0.29960938692092896,0.34140626192092896,0.34101563692092896,0.35781251192092896,0.37460938692092896,0.39140626192092896,0.39101563692092896,0.39921876192092896,
(samaki,fish),0.30000001192092896,0.29960938692092896,0.29921876192092896,0.29882813692092896,0.29921876192092896,0.29882813692092896,0.29843751192092896,
(kioo,mirror),
(saduku,box),
(skati,skirt),
(degaga,glasses),
(chakula,food),
(rafiki,friend),
(bibi,grandmother),
(anga,sky),
(ufu,death),
(chama,society),
(karamu,party),0.30000001192092896,0.29960938692092896,
(adui,enemy),0.30000001192092896,0.29960938692092896,0.25000001192092896,0.24960938692092896,0.24921876192092896,0.24882813692092896,
(chunga,pot),
(kamba,rope),
(tofaa,apple),
(chapati,bread),
(pombe,beer),
(jicho,eye),
(likizo,holidays),
(kaputula,pants),
(wakati,alarm),
(ajabu,wonder),
(shukuru,thanks),0.30000001192092896,0.29960938692092896,0.29921876192092896,0.29882813692092896,0.29921876192092896,0.33242188692092896,
(siri,secret),0.30000001192092896,0.29960938692092896,0.29921876192092896,0.29882813692092896,0.30312501192092896,0.30273438692092896,0.30234376192092896,
(jiwe,stone),
(tunda,fruit),
(kuku,chicken),
(kichwa,head),
(jioni,evening),
(kazi,work),
(tumaini,hope),
(wimbo,song),0.30000001192092896,0.29960938692092896,0.29921876192092896,0.29882813692092896,
(adhama,honor),0.30000001192092896,0.29960938692092896,0.33281251192092896,0.38242188692092896,0.38203126192092896,0.38164063692092896,
