(kisu,knife),
(kiti,chair),
(kofia,hat),
(lango,door),
(rangi,color),
(sauti,voice),
(bustani,garden),592.873,
(tabibu,doctor),254.736,300.251,323.555,404.768,484.374,
(tumbili,monkey),102.288,193.688,245.498,305.544,399.065,533.069,
(basi,bus),
(baskeli,bike),
(afisi,office),
(keja,house),
(bahari,sea),
(roho,soul),
(kijana,boy),
(baba,father),369.293,410.259,476.19,539.121,
(chanjo,scissors),
(kitanda,bed),
(barua,letter),
(ujuzi,knowledge),
(askari,police),
(kanisa,church),
(dhoruba,storm),91.773,109.098,135.629,153.257,261.305,292.759,421.602,490.735,574.733,
(samaki,fish),64.244,75.919,116.0,147.486,232.185,336.571,465.771,
(kioo,mirror),
(saduku,box),
(skati,skirt),
(degaga,glasses),
(chakula,food),
(rafiki,friend),
(bibi,grandmother),
(anga,sky),
(ufu,death),
(chama,society),
(karamu,party),524.662,564.182,
(adui,enemy),38.214,53.102,81.629,159.228,287.267,440.85,
(chunga,pot),
(kamba,rope),
(tofaa,apple),
(chapati,bread),
(pombe,beer),
(jicho,eye),
(likizo,holidays),
(kaputula,pants),
(wakati,alarm),
(ajabu,wonder),
(shukuru,thanks),171.36,186.726,316.574,351.568,434.6,547.572,
(siri,secret),21.297,45.958,70.48,129.371,279.081,360.894,496.417,
(jiwe,stone),
(tunda,fruit),
(kuku,chicken),
(kichwa,head),
(jioni,evening),
(kazi,work),
(tumaini,hope),
(wimbo,song),346.26,451.499,509.447,558.719,
(adhama,honor),200.452,310.935,329.326,374.985,415.369,503.905,
